D,Ecomp,Ecomp_solid,Edarcy,Eshear,Eshear_solid,Etotal,Etotal_solid,a,k,α,ζ,ηs,κd,φ
300.0,1.6614412786297065e8,2.2834159093027896e8,2.450423286729005e10,3.0730931050910213e10,3.204133229187675e10,5.5592403987185135e10,3.24704437290956e10,0.1,5.723208439630443e-8,0.339306551992404,2.9627063535199445e19,1.869341333291541e18,8.730316644803319e10,0.06309573444801933
300.0,1.661634803576096e8,2.2834159093027896e8,9.70534698040232e10,3.0730690917964447e10,3.204133229187675e10,1.281628853777071e11,3.24704437290956e10,0.2,2.289283375852177e-7,0.339306551992404,2.9627063535199445e19,1.869341333291541e18,8.730316644803319e10,0.06309573444801933
50.0,4.868740851779244e7,8.990666798724084e7,7.776098380206181e7,4.432438806183526e9,4.831019763666046e9,4.579232937297231e9,4.945633770448166e9,0.01,8.21876429426048e-10,0.34686944735252767,2.1359615085748257e19,1.5121449456023316e18,8.531590376031853e10,0.0707945784384138
50.0,4.869287196117485e7,8.990666798724084e7,7.331875575602371e9,4.432366139044426e9,4.831019763666046e9,1.183682270925933e10,4.945633770448166e9,0.1,8.218764294260482e-8,0.34686944735252767,2.1359615085748257e19,1.5121449456023316e18,8.531590376031853e10,0.0707945784384138
50.0,4.872052123243265e7,8.990666798724084e7,2.716956046129946e10,4.431942123312483e9,4.831019763666046e9,3.168208423149632e10,4.945633770448166e9,0.2,3.287505717704193e-7,0.34686944735252767,2.1359615085748257e19,1.5121449456023316e18,8.531590376031853e10,0.0707945784384138
300.0,NaN,3.167233923582911e8,NaN,NaN,3.961007583169465e10,NaN,4.017495095190337e10,0.01,8.21876429426048e-10,0.34686944735252767,2.1359615085748257e19,1.5121449456023316e18,8.531590376031853e10,0.0707945784384138
300.0,2.2940600399278462e8,3.167233923582911e8,3.5021473514673515e10,3.792337863518393e10,3.961007583169465e10,7.34113916700592e10,4.017495095190337e10,0.1,8.218764294260482e-8,0.34686944735252767,2.1359615085748257e19,1.5121449456023316e18,8.531590376031853e10,0.0707945784384138
300.0,2.2944182580292583e8,3.167233923582911e8,1.3852154456826187e11,3.792295628096232e10,3.961007583169465e10,1.7694147095966608e11,4.017495095190337e10,0.2,3.287505717704193e-7,0.34686944735252767,2.1359615085748257e19,1.5121449456023316e18,8.531590376031853e10,0.0707945784384138
50.0,6.833474429845409e7,1.2824396981828846e8,1.1147712679144941e8,5.619099609960006e9,6.14163218864706e9,5.824745265282337e9,6.301299814326843e9,0.01,1.1828209937080814e-9,0.3543457709653445,1.49743579397526e19,1.189455530841321e18,8.337387669406708e10,0.07943282347242814
50.0,6.834498415735744e7,1.2824396981828846e8,1.0428291666368387e10,5.618970686211049e9,6.14163218864706e9,1.6146405527378359e10,6.301299814326843e9,0.1,1.1828209937080816e-7,0.3543457709653445,1.49743579397526e19,1.189455530841321e18,8.337387669406708e10,0.07943282347242814
50.0,6.84015700305475e7,1.2824396981828846e8,3.772573952465457e10,5.618165296083556e9,6.14163218864706e9,4.345306664391471e10,6.301299814326843e9,0.2,4.731283974832326e-7,0.3543457709653445,1.49743579397526e19,1.189455530841321e18,8.337387669406708e10,0.07943282347242814
300.0,NaN,4.517781566458142e8,NaN,NaN,5.0355944389612045e10,NaN,5.1123133490369484e10,0.01,1.1828209937080814e-9,0.3543457709653445,1.49743579397526e19,1.189455530841321e18,8.337387669406708e10,0.07943282347242814
300.0,3.2566634382617486e8,4.517781566458142e8,5.0162036156369255e10,4.812595307212249e10,5.0355944389612045e10,9.891615286685786e10,5.1123133490369484e10,0.1,1.1828209937080816e-7,0.3543457709653445,1.49743579397526e19,1.189455530841321e18,8.337387669406708e10,0.07943282347242814
300.0,3.257355979968668e8,4.517781566458142e8,1.980993441272282e11,4.812517872205171e10,5.0355944389612045e10,2.4689585554445764e11,5.1123133490369484e10,0.2,4.731283974832326e-7,0.3543457709653445,1.49743579397526e19,1.189455530841321e18,8.337387669406708e10,0.07943282347242814
50.0,9.89930611566769e7,1.8887413356430745e8,1.6022074108737636e8,7.355108640667546e9,8.061562473738083e9,7.648198894807738e9,8.291703373976073e9,0.01,1.7065244700454683e-9,0.36173651380945127,1.0167457530248366e19,9.061756062268869e17,8.147605556082256e10,0.08912509381337454
50.0,9.901325564459194e7,1.8887413356430745e8,1.485618101436371e10,7.354867731728068e9,8.061562473738083e9,2.2350894624577072e10,8.291703373976073e9,0.1,1.7065244700454684e-7,0.36173651380945127,1.0167457530248366e19,9.061756062268869e17,8.147605556082256e10,0.08912509381337454
50.0,9.912900154176185e7,1.8887413356430745e8,5.192114302742563e10,7.353342794994334e9,8.061562473738083e9,5.942599094437116e10,8.291703373976073e9,0.2,6.826097880181874e-7,0.36173651380945127,1.0167457530248366e19,9.061756062268869e17,8.147605556082256e10,0.08912509381337454
300.0,NaN,6.653663553590869e8,NaN,NaN,6.609769596249525e10,NaN,6.717698216350918e10,0.01,1.7065244700454683e-9,0.36173651380945127,1.0167457530248366e19,9.061756062268869e17,8.147605556082256e10,0.08912509381337454
300.0,4.772202010462085e8,6.653663553590869e8,7.202496877083197e10,6.305704517456724e10,6.609769596249525e10,1.3595728832433577e11,6.717698216350918e10,0.1,1.7065244700454684e-7,0.36173651380945127,1.0167457530248366e19,9.061756062268869e17,8.147605556082256e10,0.08912509381337454
300.0,4.7736058096260357e8,6.653663553590869e8,2.8393055926342993e11,6.30555607757103e10,6.609769596249525e10,3.4792274554473456e11,6.717698216350918e10,0.2,6.826097880181874e-7,0.36173651380945127,1.0167457530248366e19,9.061756062268869e17,8.147605556082256e10,0.08912509381337454
50.0,1.487061882237323e8,2.885546182745262e8,2.3094390138498342e8,9.987120104035847e9,1.0976769641242132e10,1.0412861491431513e10,1.132154406817412e10,0.01,2.4691358024691365e-9,0.36904265551980675,6.655124398115e18,6.655124398115e17,7.962143411069945e10,0.1
50.0,1.4874855973064724e8,2.885546182745262e8,2.1189225150713024e10,9.986641476856577e9,1.0976769641242132e10,3.138043615798036e10,1.132154406817412e10,0.1,2.469135802469137e-7,0.36904265551980675,6.655124398115e18,6.655124398115e17,7.962143411069945e10,0.1
50.0,1.4898120707157692e8,2.885546182745262e8,7.088584092588791e10,9.98380972299803e9,1.0976769641242132e10,8.108633328317726e10,1.132154406817412e10,0.2,9.876543209876548e-7,0.36904265551980675,6.655124398115e18,6.655124398115e17,7.962143411069945e10,0.1
300.0,NaN,1.016521441687891e9,NaN,NaN,8.999988722743349e10,NaN,9.157986992235083e10,0.01,2.4691358024691365e-9,0.36904265551980675,6.655124398115e18,6.655124398115e17,7.962143411069945e10,0.1
300.0,7.252091239497722e8,1.016521441687891e9,1.0370437789889761e11,8.570373391352254e10,8.999988722743349e10,1.906758526167617e11,9.157986992235083e10,0.1,2.469135802469137e-7,0.36904265551980675,6.655124398115e18,6.655124398115e17,7.962143411069945e10,0.1
300.0,7.255087042326037e8,1.016521441687891e9,4.079660285187758e11,8.570074737291829e10,8.999988722743349e10,4.950219019079378e11,9.157986992235083e10,0.2,9.876543209876548e-7,0.36904265551980675,6.655124398115e18,6.655124398115e17,7.962143411069945e10,0.1
50.0,1.620940641714517e8,3.156108298291864e8,2.4855880608906245e8,1.0669016662270105e10,1.1732710424265524e10,1.1128928532684778e10,1.2108419691298466e10,0.01,2.65947489408346e-9,0.3704938171428025,6.084601058146763e18,6.226329623625644e17,7.925560685108788e10,0.10232929922807542
50.0,1.6214361021883395e8,3.156108298291864e8,2.274976443283206e10,1.066846321020198e10,1.1732710424265524e10,3.364002987279366e10,1.2108419691298466e10,0.1,2.6594748940834603e-7,0.3704938171428025,6.084601058146763e18,6.226329623625644e17,7.925560685108788e10,0.10232929922807542
50.0,1.6241024121965012e8,3.156108298291864e8,7.539365725863385e10,1.0665269367214293e10,1.1732710424265524e10,8.629270718155966e10,1.2108419691298466e10,0.2,1.0637899576333841e-6,0.3704938171428025,6.084601058146763e18,6.226329623625644e17,7.925560685108788e10,0.10232929922807542
300.0,NaN,1.1118353118840103e9,NaN,NaN,9.619796070716142e10,NaN,9.791202944365654e10,0.01,2.65947489408346e-9,0.3704938171428025,6.084601058146763e18,6.226329623625644e17,7.925560685108788e10,0.10232929922807542
300.0,7.92336551007209e8,1.1118353118840103e9,1.1158823848125641e11,9.157243876844595e10,9.619796070716142e10,2.0453288699570398e11,9.791202944365654e10,0.1,2.6594748940834603e-7,0.3704938171428025,6.084601058146763e18,6.226329623625644e17,7.925560685108788e10,0.10232929922807542
300.0,7.926874683955946e8,1.1118353118840103e9,4.387812565969491e11,9.156898267123082e10,9.619796070716142e10,5.3181627023580475e11,9.791202944365654e10,0.2,1.0637899576333841e-6,0.3704938171428025,6.084601058146763e18,6.226329623625644e17,7.925560685108788e10,0.10232929922807542
50.0,1.769905412940326e8,3.458017925272283e8,2.6755325157075277e8,1.141722020084913e10,1.2562428949432718e10,1.1914499935162327e10,1.2972586826942799e10,0.01,2.8648724961812895e-9,0.37194164118668205,5.553368953059022e18,5.815091168607638e17,7.88914604150557e10,0.10471285480508996
50.0,1.7704864080415052e8,3.458017925272283e8,2.4424856903223705e10,1.1416578494200739e10,1.2562428949432718e10,3.6082332671999695e10,1.2972586826942799e10,0.1,2.86487249618129e-7,0.37194164118668205,5.553368953059022e18,5.815091168607638e17,7.88914604150557e10,0.10471285480508996
50.0,1.7735383199954543e8,3.458017925272283e8,8.018138568873721e10,1.1412981009494205e10,1.2562428949432718e10,9.184701568859753e10,1.2972586826942799e10,0.2,1.145948998472516e-6,0.37194164118668205,5.553368953059022e18,5.815091168607638e17,7.88914604150557e10,0.10471285480508996
300.0,NaN,1.2181923494058402e9,NaN,NaN,1.0300095416921738e11,NaN,1.0486393399985782e11,0.01,2.8648724961812895e-9,0.37194164118668205,5.553368953059022e18,5.815091168607638e17,7.88914604150557e10,0.10471285480508996
300.0,8.671663456259836e8,1.2181923494058402e9,1.2008694793639452e11,9.801239109468088e10,1.0300095416921738e11,2.19587309046059e11,1.0486393399985782e11,0.1,2.86487249618129e-7,0.37194164118668205,5.553368953059022e18,5.815091168607638e17,7.88914604150557e10,0.10471285480508996
300.0,8.675783333233689e8,1.2181923494058402e9,4.719783613976193e11,9.800838294988263e10,1.0300095416921738e11,5.715754581439425e11,1.0486393399985782e11,0.2,1.145948998472516e-6,0.37194164118668205,5.553368953059022e18,5.815091168607638e17,7.88914604150557e10,0.10471285480508996
50.0,1.9359736645219463e8,3.7955581997236496e8,2.880389935279426e8,1.223967328208896e10,1.3474788094105715e10,1.2777868908292944e10,1.3923382247187439e10,0.01,3.0865610243135915e-9,0.3733861353276646,5.059502698413368e18,5.421354816251688e17,7.852898707991997e10,0.10715193052376065
50.0,1.9366568978660983e8,3.7955581997236496e8,2.6222452852630024e10,1.2238927236250444e10,1.3474788094105715e10,3.872347589083173e10,1.3923382247187439e10,0.1,3.0865610243135916e-7,0.3733861353276646,5.059502698413368e18,5.421354816251688e17,7.852898707991997e10,0.10715193052376065
50.0,1.9401455727358916e8,3.7955581997236496e8,8.527137220376474e10,1.2234880624411331e10,1.3474788094105715e10,9.777977588528505e10,1.3923382247187439e10,0.2,1.2346244097254366e-6,0.3733861353276646,5.059502698413368e18,5.421354816251688e17,7.852898707991997e10,0.10715193052376065
300.0,NaN,1.3371014381676111e9,NaN,NaN,1.1048153768488107e11,NaN,1.1251021663972343e11,0.01,3.0865610243135915e-9,0.3733861353276646,5.059502698413368e18,5.421354816251688e17,7.852898707991997e10,0.10715193052376065
300.0,9.507426731613653e8,1.3371014381676111e9,1.2925004769983975e11,1.050920719833779e11,1.1048153768488107e11,2.359586086582107e11,1.1251021663972343e11,0.1,3.0865610243135916e-7,0.3733861353276646,5.059502698413368e18,5.421354816251688e17,7.852898707991997e10,0.10715193052376065
300.0,9.512274793253602e8,1.3371014381676111e9,5.0774692223142163e11,1.050874133296319e11,1.1048153768488107e11,6.145590161242675e11,1.1251021663972343e11,0.2,1.2346244097254366e-6,0.3733861353276646,5.059502698413368e18,5.421354816251688e17,7.852898707991997e10,0.10715193052376065
50.0,2.1214733091613942e8,4.173683069209075e8,3.101372342910348e8,1.3145438171277145e10,1.4479902986441607e10,1.3728494104468252e10,1.4971468502588676e10,0.01,3.3258782154417716e-9,0.37482730722431423,4.6011213282965745e18,5.045029214286564e17,7.81681791584804e10,0.1096478196143185
50.0,2.122279053132475e8,4.173683069209075e8,2.815094383221247e10,1.3144568490525476e10,1.4479902986441607e10,4.1581187541829e10,1.4971468502588676e10,0.1,3.325878215441772e-7,0.37482730722431423,4.6011213282965745e18,5.045029214286564e17,7.81681791584804e10,0.1096478196143185
50.0,2.1262615910934362e8,4.173683069209075e8,9.06886947727018e10,1.3140023043669048e10,1.4479902986441607e10,1.041253928172763e11,1.4971468502588676e10,0.2,1.3303512861767088e-6,0.37482730722431423,4.6011213282965745e18,5.045029214286564e17,7.81681791584804e10,0.1096478196143185
300.0,NaN,1.4703077828996108e9,NaN,NaN,1.1872264942915309e11,NaN,1.2093607896959392e11,0.01,3.3258782154417716e-9,0.37482730722431423,4.6011213282965745e18,5.045029214286564e17,7.81681791584804e10,0.1096478196143185
300.0,1.0442721521144305e9,1.4703077828996108e9,1.3913123819785858e11,1.1288962250890607e11,1.1872264942915309e11,2.5378031604823376e11,1.2093607896959392e11,0.1,3.325878215441772e-7,0.37482730722431423,4.6011213282965745e18,5.045029214286564e17,7.81681791584804e10,0.1096478196143185
300.0,1.04484399107154e9,1.4703077828996108e9,5.4629216824546674e11,1.1288419553657645e11,1.1872264942915309e11,6.610520259065131e11,1.2093607896959392e11,0.2,1.3303512861767088e-6,0.37482730722431423,4.6011213282965745e18,5.045029214286564e17,7.81681791584804e10,0.1096478196143185
50.0,2.329096582441459e8,4.598135474806477e8,3.3397946412998027e8,1.4144877501381918e10,1.5589343430916763e10,1.4777187361716816e10,1.6129049208908583e10,0.01,3.584276623349397e-9,0.37626516451758074,4.176389470343551e18,4.6859860580778675e17,7.780902899885612e10,0.11220184543019636
50.0,2.3300494846476293e8,4.598135474806477e8,3.0219169963175907e10,1.4143861002344065e10,1.5589343430916763e10,4.4674986381583015e10,1.6129049208908583e10,0.1,3.5842766233493975e-7,0.37626516451758074,4.176389470343551e18,4.6859860580778675e17,7.780902899885612e10,0.11220184543019636
50.0,2.3345895210799265e8,4.598135474806477e8,9.646143416653459e10,1.413876247757442e10,1.5589343430916763e10,1.1092261720039464e11,1.6129049208908583e10,0.2,1.433710649339759e-6,0.37626516451758074,4.176389470343551e18,4.6859860580778675e17,7.780902899885612e10,0.11220184543019636
300.0,NaN,1.6198345451421185e9,NaN,NaN,1.2781915565929948e11,NaN,1.302390031315511e11,0.01,3.584276623349397e-9,0.37626516451758074,4.176389470343551e18,4.6859860580778675e17,7.780902899885612e10,0.11220184543019636
300.0,1.1491523108910167e9,1.6198345451421185e9,1.497887460175018e11,1.2149440320117047e11,1.2781915565929948e11,2.7320196628328763e11,1.302390031315511e11,0.1,3.5842766233493975e-7,0.37626516451758074,4.176389470343551e18,4.6859860580778675e17,7.780902899885612e10,0.11220184543019636
300.0,1.1498284228461847e9,1.6198345451421185e9,5.878363263380765e11,1.2148806659913159e11,1.2781915565929948e11,7.113680453384662e11,1.302390031315511e11,0.2,1.433710649339759e-6,0.37626516451758074,4.176389470343551e18,4.6859860580778675e17,7.780902899885612e10,0.11220184543019636
50.0,2.5619643197220054e8,5.0755886403664094e8,3.59708382273269e8,1.5249867688272654e10,1.6816373086742977e10,1.5936335470592379e10,1.741012358699041e10,0.01,3.863334026437159e-9,0.3776997148308405,3.783518496534855e18,4.344060463796936e17,7.745152898432344e10,0.1148153621496883
50.0,2.5630943974683714e8,5.0755886403664094e8,3.2436425543815704e10,1.524867647659528e10,1.6816373086742977e10,4.802640819198429e10,1.741012358699041e10,0.1,3.86333402643716e-7,0.3776997148308405,3.783518496534855e18,4.344060463796936e17,7.745152898432344e10,0.1148153621496883
50.0,2.5682627571725976e8,5.0755886403664094e8,1.0262094492957648e11,1.524296575758695e10,1.6816373086742977e10,1.1821503717574342e11,1.741012358699041e10,0.2,1.545333610574864e-6,0.3776997148308405,3.783518496534855e18,4.344060463796936e17,7.745152898432344e10,0.1148153621496883
300.0,NaN,1.7880326206629472e9,NaN,NaN,1.3787981213813138e11,NaN,1.4053077524900146e11,0.01,3.863334026437159e-9,0.3776997148308405,3.783518496534855e18,4.344060463796936e17,7.745152898432344e10,0.1148153621496883
300.0,1.2670055804835415e9,1.7880326206629472e9,1.6128572548537192e11,1.310088363697435e11,1.3787981213813138e11,2.943913883050451e11,1.4053077524900146e11,0.1,3.86333402643716e-7,0.3776997148308405,3.783518496534855e18,4.344060463796936e17,7.745152898432344e10,0.1148153621496883
300.0,1.2678069275164876e9,1.7880326206629472e9,6.326200897082612e11,1.3100142020514337e11,1.3787981213813138e11,7.658524638587151e11,1.4053077524900146e11,0.2,1.545333610574864e-6,0.3776997148308405,3.783518496534855e18,4.344060463796936e17,7.745152898432344e10,0.1148153621496883
50.0,2.823702838941052e8,5.613815431848598e8,3.874789057426757e8,1.6474051677493713e10,1.8176232794461536e10,1.722016280624022e10,1.8830788185511295e10,0.01,4.1647648421720084e-9,0.37913096576993643,3.4207676394694344e18,4.0190515356289056e17,7.709567153315436e10,0.11748975549395298
50.0,2.825046706142604e8,5.613815431848598e8,3.481246320388732e10,1.647265214545798e10,1.8176232794461536e10,5.165927135432758e10,1.8830788185511295e10,0.1,4.164764842172009e-7,0.37913096576993643,3.4207676394694344e18,4.0190515356289056e17,7.709567153315436e10,0.11748975549395298
50.0,2.8309221216685385e8,5.613815431848598e8,1.0920212629005411e11,1.6466264875356636e10,1.8176232794461536e10,1.2605161072908368e11,1.8830788185511295e10,0.2,1.6659059368688035e-6,0.37913096576993643,3.4207676394694344e18,4.0190515356289056e17,7.709567153315436e10,0.11748975549395298
300.0,NaN,1.9776403071375065e9,NaN,NaN,1.490295876799741e11,NaN,1.5193988314500754e11,0.01,4.1647648421720084e-9,0.37913096576993643,3.4207676394694344e18,4.0190515356289056e17,7.709567153315436e10,0.11748975549395298
300.0,1.3997200067347927e9,1.9776403071375065e9,1.7369069810598788e11,1.41550588155977e11,1.490295876799741e11,3.1753738030320746e11,1.5193988314500754e11,0.1,4.164764842172009e-7,0.37913096576993643,3.4207676394694344e18,4.0190515356289056e17,7.709567153315436e10,0.11748975549395298
300.0,1.400672140370638e9,1.9776403071375065e9,6.809042182733357e11,1.4154188754483234e11,1.490295876799741e11,8.248863381589644e11,1.5193988314500754e11,0.2,1.6659059368688035e-6,0.37913096576993643,3.4207676394694344e18,4.0190515356289056e17,7.709567153315436e10,0.11748975549395298
50.0,3.118536148533052e8,6.22189191078231e8,4.1745927499686724e8,1.783313905427982e10,1.96864770780324e10,1.864504317613621e10,2.04095954729268e10,0.01,4.490432653003939e-9,0.38055892492321863,3.086445063711926e18,3.710723129501323e17,7.674144909845573e10,0.12022644346174127
50.0,3.120138529942852e8,6.22189191078231e8,3.7357497140626335e10,1.7831490660035698e10,1.96864770780324e10,5.559999058713538e10,2.04095954729268e10,0.1,4.49043265300394e-7,0.38055892492321863,3.086445063711926e18,3.710723129501323e17,7.674144909845573e10,0.12022644346174127
50.0,3.126808429738728e8,6.22189191078231e8,1.162436943136666e11,1.782435684324986e10,1.96864770780324e10,1.3448724841391757e11,2.04095954729268e10,0.2,1.796173061201576e-6,0.38055892492321863,3.086445063711926e18,3.710723129501323e17,7.674144909845573e10,0.12022644346174127
300.0,NaN,2.191855020271793e9,NaN,NaN,1.6141242389782913e11,NaN,1.6461436503215854e11,0.01,4.490432653003939e-9,0.38055892492321863,3.086445063711926e18,3.710723129501323e17,7.674144909845573e10,0.12022644346174127
300.0,1.5494981417139626e9,2.191855020271793e9,1.8707803368306598e11,1.5325515973912918e11,1.6141242389782913e11,3.428528465645631e11,1.6461436503215854e11,0.1,4.49043265300394e-7,0.38055892492321863,3.086445063711926e18,3.710723129501323e17,7.674144909845573e10,0.12022644346174127
300.0,1.550632286946075e9,2.191855020271793e9,7.32971283603172e11,1.5324492700112643e11,1.6141242389782913e11,8.888907919386655e11,1.6461436503215854e11,0.2,1.796173061201576e-6,0.38055892492321863,3.086445063711926e18,3.710723129501323e17,7.674144909845573e10,0.12022644346174127
50.0,3.4513968394453007e8,6.910442661114106e8,4.4983226637188196e8,1.9345263346868904e10,2.13673748733502e10,2.0229871105830128e10,2.216798116451017e10,0.01,4.842363960387486e-9,0.38198359986158414,2.7789088817924326e18,3.418804814202386e17,7.638885416800931e10,0.12302687708123815
50.0,3.4533124399282557e8,6.910442661114106e8,4.008220635026232e10,1.9343317127374577e10,2.13673748733502e10,5.987794996828015e10,2.216798116451017e10,0.1,4.842363960387486e-7,0.38198359986158414,2.7789088817924326e18,3.418804814202386e17,7.638885416800931e10,0.12302687708123815
50.0,3.460873811471842e8,6.910442661114106e8,1.2378845817449336e11,1.9335360698381203e10,2.13673748733502e10,1.435834594599882e11,2.216798116451017e10,0.2,1.9369455841549945e-6,0.38198359986158414,2.7789088817924326e18,3.418804814202386e17,7.638885416800931e10,0.12302687708123815
300.0,NaN,2.4344197295893865e9,NaN,NaN,1.7519452185069196e11,NaN,1.7872520310992432e11,0.01,4.842363960387486e-9,0.38198359986158414,2.7789088817924326e18,3.418804814202386e17,7.638885416800931e10,0.12302687708123815
300.0,1.71891591921162e9,2.4344197295893865e9,2.0152847736281464e11,1.662789726858374e11,1.7519452185069196e11,3.7057848734087823e11,1.7872520310992432e11,0.1,4.842363960387486e-7,0.38198359986158414,2.7789088817924326e18,3.418804814202386e17,7.638885416800931e10,0.12302687708123815
300.0,1.7202703321398597e9,2.4344197295893865e9,7.891275727856459e11,1.6626690759413962e11,1.7519452185069196e11,9.583320814094353e11,1.7872520310992432e11,0.2,1.9369455841549945e-6,0.38198359986158414,2.7789088817924326e18,3.418804814202386e17,7.638885416800931e10,0.12302687708123815
50.0,3.828059823041225e8,7.691937297930478e8,4.8479652242046106e8,2.103140858916309e10,2.3242388050642334e10,2.1996505112981495e10,2.4130774862834312e10,0.01,5.222763296818192e-9,0.3834049981385178,2.496568104502915e18,3.142993029033516e17,7.603787926411226e10,0.12589254117941673
50.0,3.83035563541517e8,7.691937297930478e8,4.299773925636518e10,2.1029105348474476e10,2.3242388050642334e10,6.4525949175595375e10,2.4130774862834312e10,0.1,5.222763296818193e-7,0.3834049981385178,2.496568104502915e18,3.142993029033516e17,7.603787926411226e10,0.12589254117941673
50.0,3.8389159675105315e8,7.691937297930478e8,1.3188360492320695e11,2.102024370644675e10,2.3242388050642334e10,1.534090781817127e11,2.4130774862834312e10,0.2,2.0891053187272774e-6,0.3834049981385178,2.496568104502915e18,3.142993029033516e17,7.603787926411226e10,0.12589254117941673
300.0,NaN,2.709727430107874e9,NaN,NaN,1.9056826696589764e11,NaN,1.944703774552691e11,0.01,5.222763296818192e-9,0.3834049981385178,2.496568104502915e18,3.142993029033516e17,7.603787926411226e10,0.12589254117941673
300.0,1.9109937533384266e9,2.709727430107874e9,2.1712972730281644e11,1.8080305279058392e11,1.9056826696589764e11,4.0098715365167224e11,1.944703774552691e11,0.1,5.222763296818193e-7,0.3834049981385178,2.496568104502915e18,3.142993029033516e17,7.603787926411226e10,0.12589254117941673
300.0,1.9126154253415713e9,2.709727430107874e9,8.497051678163547e11,1.807887904213644e11,1.9056826696589764e11,1.033727450276253e12,1.944703774552691e11,0.2,2.0891053187272774e-6,0.3834049981385178,2.496568104502915e18,3.142993029033516e17,7.603787926411226e10,0.12589254117941673
50.0,4.2553040872573525e8,8.581049873068813e8,5.225680125006419e8,2.291591999718717e10,2.5338744437004852e10,2.3970298423861855e10,2.632681197571235e10,0.01,5.63402984071131e-9,0.3848231272901319,2.2378835152927043e18,2.8829524353172806e17,7.568851694341866e10,0.1288249551693134
50.0,4.258062241598337e8,8.581049873068813e8,4.611572174064113e10,2.2913188099046806e10,2.5338744437004852e10,6.958074038621541e10,2.632681197571235e10,0.1,5.634029840711312e-7,0.3848231272901319,2.2378835152927043e18,2.8829524353172806e17,7.568851694341866e10,0.1288249551693134
50.0,4.267740548517267e8,8.581049873068813e8,1.405809984708509e11,2.2903331607870193e10,2.5338744437004852e10,1.6404109184179395e11,2.632681197571235e10,0.2,2.2536119362845247e-6,0.3848231272901319,2.2378835152927043e18,2.8829524353172806e17,7.568851694341866e10,0.1288249551693134
300.0,NaN,3.0229477796039934e9,NaN,NaN,2.077569294107494e11,NaN,2.1207972236602774e11,0.01,5.63402984071131e-9,0.3848231272901319,2.2378835152927043e18,2.8829524353172806e17,7.568851694341866e10,0.1288249551693134
300.0,2.1292826460779567e9,3.0229477796039934e9,2.3397706818928604e11,1.970374409072762e11,2.077569294107494e11,4.3438900430115924e11,2.1207972236602774e11,0.1,5.634029840711312e-7,0.3848231272901319,2.2378835152927043e18,2.8829524353172806e17,7.568851694341866e10,0.1288249551693134
300.0,2.1312294476691737e9,3.0229477796039934e9,9.150642197396678e11,1.9702053645697e11,2.077569294107494e11,1.1156519253777566e12,2.1207972236602774e11,0.2,2.2536119362845247e-6,0.3848231272901319,2.2378835152927043e18,2.8829524353172806e17,7.568851694341866e10,0.1288249551693134
50.0,4.741108919590106e8,9.595095810204655e8,5.633816373643036e8,2.5027117101510796e10,2.7688125972010006e10,2.6180736219724552e10,2.878966911433664e10,0.01,6.078775695731498e-9,0.3862379948352058,2.0013684588219694e18,2.6383174571763123e17,7.534075979678177e10,0.1318256738556407
50.0,4.7444302006443745e8,9.595095810204655e8,4.944827130438732e10,2.5023869779730495e10,2.7688125972010006e10,7.508367762823738e10,2.878966911433664e10,0.1,6.0787756957315e-7,0.3862379948352058,2.0013684588219694e18,2.6383174571763123e17,7.534075979678177e10,0.1318256738556407
50.0,4.755358128620922e8,9.595095810204655e8,1.499374996062937e11,2.5012921233726147e10,2.7688125972010006e10,1.7556559585594855e11,2.878966911433664e10,0.2,2.4315102782926e-6,0.3862379948352058,2.0013684588219694e18,2.6383174571763123e17,7.534075979678177e10,0.1318256738556407
300.0,NaN,3.380181060413245e9,NaN,NaN,2.270203093797554e11,NaN,2.3182076083919177e11,0.01,6.078775695731498e-9,0.3862379948352058,2.0013684588219694e18,2.6383174571763123e17,7.534075979678177e10,0.1318256738556407
300.0,2.377968780962912e9,3.380181060413245e9,2.5217406640610678e11,2.1522648949956906e11,2.270203093797554e11,4.7113763406910364e11,2.3182076083919177e11,0.1,6.0787756957315e-7,0.3862379948352058,2.0013684588219694e18,2.6383174571763123e17,7.534075979678177e10,0.1318256738556407
300.0,2.3803121644827514e9,3.380181060413245e9,9.855954398701498e11,2.1520639926098422e11,2.270203093797554e11,1.2047462383399832e12,2.3182076083919177e11,0.2,2.4315102782926e-6,0.3862379948352058,2.0013684588219694e18,2.6383174571763123e17,7.534075979678177e10,0.1318256738556407
50.0,5.2948926624274296e8,1.0754564704331164e9,6.074929930683137e8,2.7398032053393864e10,3.0327497556426243e10,2.866220305999103e10,3.1558550497154892e10,0.01,6.559846015082797e-9,0.38764960827522654,1.7855895340892204e18,2.4086940050304826e17,7.499460044909671e10,0.13489628825916536
50.0,5.298900850846609e8,1.0754564704331164e9,5.300802092019093e10,2.739416413468499e10,3.0327497556426243e10,8.108150576627403e10,3.1558550497154892e10,0.1,6.559846015082798e-7,0.38764960827522654,1.7855895340892204e18,2.4086940050304826e17,7.499460044909671e10,0.13489628825916536
50.0,5.311223864375824e8,1.0754564704331164e9,1.6001531469377493e11,2.7382018191013847e10,3.0327497556426243e10,1.880789076090502e11,3.1558550497154892e10,0.2,2.623938406033119e-6,0.38764960827522654,1.7855895340892204e18,2.4086940050304826e17,7.499460044909671e10,0.13489628825916536
